first_name,second_name,position,team_name,element,full_name,season,unique_id
Aaron,Cresswell,DEF,West Ham,376,Aaron_Cresswell,1920,1920_376_West Ham
Aaron,Lennon,MID,Burnley,430,Aaron_Lennon,1920,1920_430_Burnley
Aaron,Mooy,MID,Brighton,516,Aaron_Mooy,1920,1920_516_Brighton
Aaron,Ramsdale,GKP,Bournemouth,494,Aaron_Ramsdale,1920,1920_494_Bournemouth
Aaron,Wan-Bissaka,DEF,Man Utd,122,Aaron_Wan-Bissaka,1920,1920_122_Man Utd
Abdoulaye,Doucouré,MID,Watford,368,Abdoulaye_Doucouré,1920,1920_368_Watford
Adama,Traoré,MID,Wolves,417,Adama_Traoré,1920,1920_417_Wolves
Adam,Lallana,MID,Liverpool,195,Adam_Lallana,1920,1920_195_Liverpool
Adam,Masina,DEF,Watford,355,Adam_Masina,1920,1920_355_Watford
Adam,Smith,DEF,Bournemouth,63,Adam_Smith,1920,1920_63_Bournemouth
Adam,Webster,DEF,Brighton,493,Adam_Webster,1920,1920_493_Brighton
Ademola,Lookman,MID,Everton,155,Ademola_Lookman,1920,1920_155_Everton
Adrian,Mariappa,DEF,Watford,356,Adrian_Mariappa,1920,1920_356_Watford
Adrián,San Miguel del Castillo,GKP,Liverpool,526,Adrián_San Miguel del Castillo,1920,1920_526_Liverpool
Ahmed,El Mohamady,DEF,Aston Villa,22,Ahmed_El Mohamady,1920,1920_22_Aston Villa
Ainsley,Maitland-Niles,DEF,Arsenal,4,Ainsley_Maitland-Niles,1920,1920_4_Arsenal
Albian,Ajeti,FWD,West Ham,514,Albian_Ajeti,1920,1920_514_West Ham
Alexander,Tettey,MID,Norwich,289,Alexander_Tettey,1920,1920_289_Norwich
Alexandre Nascimento,Costa Silva,FWD,West Ham,387,Alexandre Nascimento_Costa Silva,1920,1920_387_West Ham
Alexandre,Lacazette,FWD,Arsenal,12,Alexandre_Lacazette,1920,1920_12_Arsenal
Alexis,Sánchez,MID,Man Utd,240,Alexis_Sánchez,1920,1920_240_Man Utd
Alex,Iwobi,MID,Everton,17,Alex_Iwobi,1920,1920_17_Everton
Alex,McCarthy,GKP,Southampton,318,Alex_McCarthy,1920,1920_318_Southampton
Alex,Oxlade-Chamberlain,MID,Liverpool,193,Alex_Oxlade-Chamberlain,1920,1920_193_Liverpool
Alireza,Jahanbakhsh,MID,Brighton,50,Alireza_Jahanbakhsh,1920,1920_50_Brighton
Alisson,Ramses Becker,GKP,Liverpool,189,Alisson_Ramses Becker,1920,1920_189_Liverpool
Allan,Saint-Maximin,MID,Newcastle,500,Allan_Saint-Maximin,1920,1920_500_Newcastle
Andreas,Christensen,DEF,Chelsea,108,Andreas_Christensen,1920,1920_108_Chelsea
Andreas,Pereira,MID,Man Utd,246,Andreas_Pereira,1920,1920_246_Man Utd
Andrew,Robertson,DEF,Liverpool,181,Andrew_Robertson,1920,1920_181_Liverpool
Andrew,Surman,MID,Bournemouth,80,Andrew_Surman,1920,1920_80_Bournemouth
Andre,Gray,FWD,Watford,364,Andre_Gray,1920,1920_364_Watford
Andre,Green,MID,Aston Villa,32,Andre_Green,1920,1920_32_Aston Villa
Andriy,Yarmolenko,MID,West Ham,392,Andriy_Yarmolenko,1920,1920_392_West Ham
Andros,Townsend,MID,Crystal Palace,135,Andros_Townsend,1920,1920_135_Crystal Palace
André Filipe,Tavares Gomes,MID,Everton,422,André Filipe_Tavares Gomes,1920,1920_422_Everton
Andy,Carroll,FWD,Newcastle,520,Andy_Carroll,1920,1920_520_Newcastle
Andy,King,MID,Leicester,480,Andy_King,1920,1920_480_Leicester
Angelo,Ogbonna,DEF,West Ham,377,Angelo_Ogbonna,1920,1920_377_West Ham
Angel,Gomes,MID,Man Utd,245,Angel_Gomes,1920,1920_245_Man Utd
Angus,Gunn,GKP,Southampton,319,Angus_Gunn,1920,1920_319_Southampton
Anthony,Knockaert,MID,Brighton,52,Anthony_Knockaert,1920,1920_52_Brighton
Anthony,Martial,MID,Man Utd,239,Anthony_Martial,1920,1920_239_Man Utd
Antonio,Rüdiger,DEF,Chelsea,104,Antonio_Rüdiger,1920,1920_104_Chelsea
Anwar,El Ghazi,MID,Aston Villa,30,Anwar_El Ghazi,1920,1920_30_Aston Villa
Arnaut,Danjuma Groeneveld,MID,Bournemouth,492,Arnaut_Danjuma Groeneveld,1920,1920_492_Bournemouth
Arthur,Masuaku,DEF,West Ham,378,Arthur_Masuaku,1920,1920_378_West Ham
Artur,Boruc,GKP,Bournemouth,73,Artur_Boruc,1920,1920_73_Bournemouth
Ashley,Barnes,FWD,Burnley,90,Ashley_Barnes,1920,1920_90_Burnley
Ashley,Westwood,MID,Burnley,101,Ashley_Westwood,1920,1920_101_Burnley
Ashley,Young,DEF,Man Utd,224,Ashley_Young,1920,1920_224_Man Utd
Asmir,Begovic,GKP,Bournemouth,72,Asmir_Begovic,1920,1920_72_Bournemouth
Axel,Tuanzebe,DEF,Man Utd,481,Axel_Tuanzebe,1920,1920_481_Man Utd
Aymeric,Laporte,DEF,Man City,202,Aymeric_Laporte,1920,1920_202_Man City
Ayoze,Pérez,MID,Leicester,265,Ayoze_Pérez,1920,1920_265_Leicester
Bailey,Peacock-Farrell,GKP,Burnley,495,Bailey_Peacock-Farrell,1920,1920_495_Burnley
Bamidele,Alli,MID,Spurs,344,Bamidele_Alli,1920,1920_344_Spurs
Benjamin,Chilwell,DEF,Leicester,161,Benjamin_Chilwell,1920,1920_161_Leicester
Benjamin,Mendy,DEF,Man City,204,Benjamin_Mendy,1920,1920_204_Man City
Ben,Davies,DEF,Spurs,329,Ben_Davies,1920,1920_329_Spurs
Ben,Foster,GKP,Watford,366,Ben_Foster,1920,1920_366_Watford
Ben,Gibson,DEF,Burnley,89,Ben_Gibson,1920,1920_89_Burnley
Ben,Godfrey,DEF,Norwich,273,Ben_Godfrey,1920,1920_273_Norwich
Ben,Johnson,DEF,West Ham,384,Ben_Johnson,1920,1920_384_West Ham
Ben,Mee,DEF,Burnley,83,Ben_Mee,1920,1920_83_Burnley
Ben,Osborn,MID,Sheffield Utd,472,Ben_Osborn,1920,1920_472_Sheffield Utd
Beram,Kayal,MID,Brighton,56,Beram_Kayal,1920,1920_56_Brighton
Bernardo Mota,Veiga de Carvalho e Silva,MID,Man City,218,Bernardo Mota_Veiga de Carvalho e Silva,1920,1920_218_Man City
Bernardo,Fernandes da Silva Junior,DEF,Brighton,39,Bernardo_Fernandes da Silva Junior,1920,1920_39_Brighton
Bernard,Anício Caldeira Duarte,MID,Everton,152,Bernard_Anício Caldeira Duarte,1920,1920_152_Everton
Bernd,Leno,GKP,Arsenal,14,Bernd_Leno,1920,1920_14_Arsenal
Billy,Sharp,FWD,Sheffield Utd,298,Billy_Sharp,1920,1920_298_Sheffield Utd
Birkir,Bjarnason,MID,Aston Villa,33,Birkir_Bjarnason,1920,1920_33_Aston Villa
Bjorn,Engels,DEF,Aston Villa,455,Bjorn_Engels,1920,1920_455_Aston Villa
Callum,Hudson-Odoi,MID,Chelsea,116,Callum_Hudson-Odoi,1920,1920_116_Chelsea
Callum,Robinson,MID,Sheffield Utd,453,Callum_Robinson,1920,1920_453_Sheffield Utd
Callum,Slattery,MID,Southampton,327,Callum_Slattery,1920,1920_327_Southampton
Callum,Wilson,FWD,Bournemouth,67,Callum_Wilson,1920,1920_67_Bournemouth
Calum,Chambers,DEF,Arsenal,467,Calum_Chambers,1920,1920_467_Arsenal
Carlos,Sánchez,MID,West Ham,397,Carlos_Sánchez,1920,1920_397_West Ham
Carl,Jenkinson,DEF,Arsenal,9,Carl_Jenkinson,1920,1920_9_Arsenal
Cenk,Tosun,FWD,Everton,146,Cenk_Tosun,1920,1920_146_Everton
Charlie,Austin,FWD,Southampton,312,Charlie_Austin,1920,1920_312_Southampton
Charlie,Daniels,DEF,Bournemouth,60,Charlie_Daniels,1920,1920_60_Bournemouth
Charlie,Taylor,DEF,Burnley,87,Charlie_Taylor,1920,1920_87_Burnley
Cheikhou,Kouyaté,MID,Crystal Palace,139,Cheikhou_Kouyaté,1920,1920_139_Crystal Palace
Che,Adams,FWD,Southampton,437,Che_Adams,1920,1920_437_Southampton
Christian,Atsu,MID,Newcastle,267,Christian_Atsu,1920,1920_267_Newcastle
Christian,Benteke,FWD,Crystal Palace,129,Christian_Benteke,1920,1920_129_Crystal Palace
Christian,Eriksen,MID,Spurs,343,Christian_Eriksen,1920,1920_343_Spurs
Christian,Fuchs,DEF,Leicester,163,Christian_Fuchs,1920,1920_163_Leicester
Christian,Kabasele,DEF,Watford,354,Christian_Kabasele,1920,1920_354_Watford
Christian,Pulisic,MID,Chelsea,431,Christian_Pulisic,1920,1920_431_Chelsea
Christoph,Zimmermann,DEF,Norwich,275,Christoph_Zimmermann,1920,1920_275_Norwich
Chris,Basham,DEF,Sheffield Utd,423,Chris_Basham,1920,1920_423_Sheffield Utd
Chris,Mepham,DEF,Bournemouth,61,Chris_Mepham,1920,1920_61_Bournemouth
Chris,Smalling,DEF,Man Utd,223,Chris_Smalling,1920,1920_223_Man Utd
Chris,Wood,FWD,Burnley,91,Chris_Wood,1920,1920_91_Burnley
Ciaran,Clark,DEF,Newcastle,259,Ciaran_Clark,1920,1920_259_Newcastle
Claudio,Bravo,GKP,Man City,213,Claudio_Bravo,1920,1920_213_Man City
Connor,Wickham,FWD,Crystal Palace,130,Connor_Wickham,1920,1920_130_Crystal Palace
Conor,Coady,DEF,Wolves,403,Conor_Coady,1920,1920_403_Wolves
Conor,Hourihane,MID,Aston Villa,28,Conor_Hourihane,1920,1920_28_Aston Villa
Craig,Cathcart,DEF,Watford,358,Craig_Cathcart,1920,1920_358_Watford
Craig,Dawson,DEF,Watford,439,Craig_Dawson,1920,1920_439_Watford
Cédric,Soares,DEF,Arsenal,486,Cédric_Soares,1920,1920_486_Arsenal
César,Azpilicueta,DEF,Chelsea,105,César_Azpilicueta,1920,1920_105_Chelsea
Dale,Stephens,MID,Brighton,57,Dale_Stephens,1920,1920_57_Brighton
Daniel,Amartey,MID,Leicester,178,Daniel_Amartey,1920,1920_178_Leicester
Daniel,Ceballos Fernández,MID,Arsenal,469,Daniel_Ceballos Fernández,1920,1920_469_Arsenal
Daniel,Drinkwater,MID,Aston Villa,120,Daniel_Drinkwater,1920,1920_120_Aston Villa
Daniel,James,MID,Man Utd,243,Daniel_James,1920,1920_243_Man Utd
Danilo Luiz,da Silva,DEF,Man City,209,Danilo Luiz_da Silva,1920,1920_209_Man City
Danny,Ings,FWD,Southampton,313,Danny_Ings,1920,1920_313_Southampton
Danny,Rose,DEF,Newcastle,332,Danny_Rose,1920,1920_332_Newcastle
Danny,Ward,GKP,Leicester,170,Danny_Ward,1920,1920_170_Leicester
Danny,Welbeck,FWD,Watford,512,Danny_Welbeck,1920,1920_512_Watford
Dan,Burn,DEF,Brighton,475,Dan_Burn,1920,1920_475_Brighton
Dan,Gosling,MID,Bournemouth,81,Dan_Gosling,1920,1920_81_Bournemouth
Daryl,Janmaat,DEF,Watford,359,Daryl_Janmaat,1920,1920_359_Watford
Davide,Zappacosta,DEF,Chelsea,109,Davide_Zappacosta,1920,1920_109_Chelsea
David,Brooks,MID,Bournemouth,76,David_Brooks,1920,1920_76_Bournemouth
David,Button,GKP,Brighton,48,David_Button,1920,1920_48_Brighton
David,de Gea,GKP,Man Utd,235,David_de Gea,1920,1920_235_Man Utd
David,Luiz Moreira Marinho,DEF,Arsenal,106,David_Luiz Moreira Marinho,1920,1920_106_Arsenal
David,McGoldrick,FWD,Sheffield Utd,303,David_McGoldrick,1920,1920_303_Sheffield Utd
David,Silva,MID,Man City,219,David_Silva,1920,1920_219_Man City
Davinson,Sánchez,DEF,Spurs,333,Davinson_Sánchez,1920,1920_333_Spurs
Davy,Pröpper,MID,Brighton,54,Davy_Pröpper,1920,1920_54_Brighton
DeAndre,Yedlin,DEF,Newcastle,253,DeAndre_Yedlin,1920,1920_253_Newcastle
Dean,Henderson,GKP,Sheffield Utd,471,Dean_Henderson,1920,1920_471_Sheffield Utd
Declan,Rice,MID,West Ham,395,Declan_Rice,1920,1920_395_West Ham
Dejan,Lovren,DEF,Liverpool,186,Dejan_Lovren,1920,1920_186_Liverpool
Demarai,Gray,MID,Leicester,175,Demarai_Gray,1920,1920_175_Leicester
Dennis,Praet,MID,Leicester,517,Dennis_Praet,1920,1920_517_Leicester
Dennis,Srbeny,FWD,Norwich,279,Dennis_Srbeny,1920,1920_279_Norwich
Diego,Rico,DEF,Bournemouth,65,Diego_Rico,1920,1920_65_Bournemouth
Diogo,Jota,FWD,Wolves,410,Diogo_Jota,1920,1920_410_Wolves
Divock,Origi,FWD,Liverpool,188,Divock_Origi,1920,1920_188_Liverpool
Djibril,Sidibé,DEF,Everton,511,Djibril_Sidibé,1920,1920_511_Everton
Domingos,Quina,MID,Watford,375,Domingos_Quina,1920,1920_375_Watford
Dominic,Calvert-Lewin,FWD,Everton,147,Dominic_Calvert-Lewin,1920,1920_147_Everton
Dominic,Solanke,FWD,Bournemouth,69,Dominic_Solanke,1920,1920_69_Bournemouth
Douglas Luiz,Soares de Paulo,MID,Aston Villa,470,Douglas Luiz_Soares de Paulo,1920,1920_470_Aston Villa
Dwight,McNeil,MID,Burnley,97,Dwight_McNeil,1920,1920_97_Burnley
Ederson,Santana de Moraes,GKP,Man City,212,Ederson_Santana de Moraes,1920,1920_212_Man City
Edward,Nketiah,FWD,Arsenal,13,Edward_Nketiah,1920,1920_13_Arsenal
Eldin,Jakupovic,GKP,Leicester,169,Eldin_Jakupovic,1920,1920_169_Leicester
Emerson,Palmieri dos Santos,DEF,Chelsea,107,Emerson_Palmieri dos Santos,1920,1920_107_Chelsea
Emiliano,Buendía,MID,Norwich,283,Emiliano_Buendía,1920,1920_283_Norwich
Emiliano,Martínez,GKP,Arsenal,427,Emiliano_Martínez,1920,1920_427_Arsenal
Emil,Krafth,DEF,Newcastle,519,Emil_Krafth,1920,1920_519_Newcastle
Enda,Stevens,DEF,Sheffield Utd,291,Enda_Stevens,1920,1920_291_Sheffield Utd
Eric,Bailly,DEF,Man Utd,228,Eric_Bailly,1920,1920_228_Man Utd
Eric,Dier,MID,Spurs,350,Eric_Dier,1920,1920_350_Spurs
Erik,Lamela,MID,Spurs,346,Erik_Lamela,1920,1920_346_Spurs
Erik,Pieters,DEF,Burnley,447,Erik_Pieters,1920,1920_447_Burnley
Ethan,Ampadu,MID,Chelsea,121,Ethan_Ampadu,1920,1920_121_Chelsea
Etienne,Capoue,MID,Watford,373,Etienne_Capoue,1920,1920_373_Watford
Ezri,Konsa Ngoyo,DEF,Aston Villa,452,Ezri_Konsa Ngoyo,1920,1920_452_Aston Villa
Fabian,Delph,DEF,Everton,205,Fabian_Delph,1920,1920_205_Everton
Fabian,Schär,DEF,Newcastle,252,Fabian_Schär,1920,1920_252_Newcastle
Fabio Henrique,Tavares,MID,Liverpool,197,Fabio Henrique_Tavares,1920,1920_197_Liverpool
Fabián,Balbuena,DEF,West Ham,382,Fabián_Balbuena,1920,1920_382_West Ham
Federico,Fernández,DEF,Newcastle,254,Federico_Fernández,1920,1920_254_Newcastle
Felipe Anderson,Pereira Gomes,MID,West Ham,390,Felipe Anderson_Pereira Gomes,1920,1920_390_West Ham
Fernando,Luiz Rosa,MID,Man City,221,Fernando_Luiz Rosa,1920,1920_221_Man City
Fikayo,Tomori,DEF,Chelsea,529,Fikayo_Tomori,1920,1920_529_Chelsea
Florian,Lejeune,DEF,Newcastle,257,Florian_Lejeune,1920,1920_257_Newcastle
Florin,Andone,FWD,Brighton,46,Florin_Andone,1920,1920_46_Brighton
Francisco,Femenía Far,DEF,Watford,357,Francisco_Femenía Far,1920,1920_357_Watford
Fraser,Forster,GKP,Southampton,317,Fraser_Forster,1920,1920_317_Southampton
Frederick,Woodman,GKP,Newcastle,264,Frederick_Woodman,1920,1920_264_Newcastle
Frederico,Rodrigues de Paula Santos,MID,Man Utd,244,Frederico_Rodrigues de Paula Santos,1920,1920_244_Man Utd
Frédéric,Guilbert,DEF,Aston Villa,458,Frédéric_Guilbert,1920,1920_458_Aston Villa
Gabriel Fernando,de Jesus,FWD,Man City,211,Gabriel Fernando_de Jesus,1920,1920_211_Man City
Gabriel Teodoro,Martinelli Silva,FWD,Arsenal,504,Gabriel Teodoro_Martinelli Silva,1920,1920_504_Arsenal
Gary,Cahill,DEF,Crystal Palace,503,Gary_Cahill,1920,1920_503_Crystal Palace
Gaëtan,Bong,DEF,Brighton,41,Gaëtan_Bong,1920,1920_41_Brighton
Georges-Kévin,Nkoudou,MID,Spurs,527,Georges-Kévin_Nkoudou,1920,1920_527_Spurs
George,Baldock,DEF,Sheffield Utd,294,George_Baldock,1920,1920_294_Sheffield Utd
Georginio,Wijnaldum,MID,Liverpool,199,Georginio_Wijnaldum,1920,1920_199_Liverpool
Gerard,Deulofeu,FWD,Watford,363,Gerard_Deulofeu,1920,1920_363_Watford
Giovani,Lo Celso,MID,Spurs,523,Giovani_Lo Celso,1920,1920_523_Spurs
Glenn,Murray,FWD,Brighton,44,Glenn_Murray,1920,1920_44_Brighton
Grady,Diangana,MID,West Ham,398,Grady_Diangana,1920,1920_398_West Ham
Granit,Xhaka,MID,Arsenal,18,Granit_Xhaka,1920,1920_18_Arsenal
Grant,Hanley,DEF,Norwich,277,Grant_Hanley,1920,1920_277_Norwich
Gylfi,Sigurdsson,MID,Everton,151,Gylfi_Sigurdsson,1920,1920_151_Everton
Hamza,Choudhury,MID,Leicester,180,Hamza_Choudhury,1920,1920_180_Leicester
Harry,Kane,FWD,Spurs,338,Harry_Kane,1920,1920_338_Spurs
Harry,Maguire,DEF,Man Utd,160,Harry_Maguire,1920,1920_160_Man Utd
Harry,Wilson,MID,Bournemouth,505,Harry_Wilson,1920,1920_505_Bournemouth
Harry,Winks,MID,Spurs,347,Harry_Winks,1920,1920_347_Spurs
Harvey,Barnes,MID,Leicester,172,Harvey_Barnes,1920,1920_172_Leicester
Henrikh,Mkhitaryan,MID,Arsenal,16,Henrikh_Mkhitaryan,1920,1920_16_Arsenal
Henri,Lansbury,MID,Aston Villa,35,Henri_Lansbury,1920,1920_35_Aston Villa
Heung-Min,Son,MID,Spurs,342,Heung-Min_Son,1920,1920_342_Spurs
Heurelho da Silva,Gomes,GKP,Watford,513,Heurelho da Silva_Gomes,1920,1920_513_Watford
Hugo,Lloris,GKP,Spurs,340,Hugo_Lloris,1920,1920_340_Spurs
Héctor,Bellerín,DEF,Arsenal,2,Héctor_Bellerín,1920,1920_2_Arsenal
Hélder,Costa,MID,Wolves,418,Hélder_Costa,1920,1920_418_Wolves
Ibrahim,Amadou,MID,Norwich,507,Ibrahim_Amadou,1920,1920_507_Norwich
Idrissa,Gueye,MID,Everton,156,Idrissa_Gueye,1920,1920_156_Everton
Ilkay,Gündogan,MID,Man City,222,Ilkay_Gündogan,1920,1920_222_Man City
Isaac,Hayden,MID,Newcastle,271,Isaac_Hayden,1920,1920_271_Newcastle
Isaac,Success Ajayi,FWD,Watford,365,Isaac_Success Ajayi,1920,1920_365_Watford
Ismaïla,Sarr,MID,Watford,525,Ismaïla_Sarr,1920,1920_525_Watford
Issa,Diop,DEF,West Ham,381,Issa_Diop,1920,1920_381_West Ham
Ivan,Cavaleiro,MID,Wolves,419,Ivan_Cavaleiro,1920,1920_419_Wolves
Jack,Colback,MID,Newcastle,482,Jack_Colback,1920,1920_482_Newcastle
Jack,Cork,MID,Burnley,102,Jack_Cork,1920,1920_102_Burnley
Jack,Grealish,MID,Aston Villa,29,Jack_Grealish,1920,1920_29_Aston Villa
Jack,O'Connell,DEF,Sheffield Utd,293,Jack_O'Connell,1920,1920_293_Sheffield Utd
Jack,Simpson,DEF,Bournemouth,66,Jack_Simpson,1920,1920_66_Bournemouth
Jack,Stacey,DEF,Bournemouth,446,Jack_Stacey,1920,1920_446_Bournemouth
Jack,Stephens,DEF,Southampton,308,Jack_Stephens,1920,1920_308_Southampton
Jack,Wilshere,MID,West Ham,394,Jack_Wilshere,1920,1920_394_West Ham
Jacob,Murphy,MID,Newcastle,483,Jacob_Murphy,1920,1920_483_Newcastle
Jake,Eastwood,GKP,Sheffield Utd,299,Jake_Eastwood,1920,1920_299_Sheffield Utd
Jamaal,Lascelles,DEF,Newcastle,258,Jamaal_Lascelles,1920,1920_258_Newcastle
Jamal,Lewis,DEF,Norwich,276,Jamal_Lewis,1920,1920_276_Norwich
James,Chester,DEF,Aston Villa,23,James_Chester,1920,1920_23_Aston Villa
James,Garner,MID,Man Utd,250,James_Garner,1920,1920_250_Man Utd
James,Justin,DEF,Leicester,433,James_Justin,1920,1920_433_Leicester
James,Maddison,MID,Leicester,171,James_Maddison,1920,1920_171_Leicester
James,McArthur,MID,Crystal Palace,138,James_McArthur,1920,1920_138_Crystal Palace
James,McCarthy,MID,Crystal Palace,157,James_McCarthy,1920,1920_157_Crystal Palace
James,Milner,MID,Liverpool,200,James_Milner,1920,1920_200_Liverpool
James,Tarkowski,DEF,Burnley,84,James_Tarkowski,1920,1920_84_Burnley
James,Tomkins,DEF,Crystal Palace,124,James_Tomkins,1920,1920_124_Crystal Palace
James,Ward-Prowse,MID,Southampton,321,James_Ward-Prowse,1920,1920_321_Southampton
Jamie,Vardy,FWD,Leicester,166,Jamie_Vardy,1920,1920_166_Leicester
Jannik,Vestergaard,DEF,Southampton,304,Jannik_Vestergaard,1920,1920_304_Southampton
Jan,Bednarek,DEF,Southampton,307,Jan_Bednarek,1920,1920_307_Southampton
Jan,Vertonghen,DEF,Spurs,330,Jan_Vertonghen,1920,1920_330_Spurs
Javier,Hernández Balcázar,FWD,West Ham,386,Javier_Hernández Balcázar,1920,1920_386_West Ham
Javier,Manquillo,DEF,Newcastle,256,Javier_Manquillo,1920,1920_256_Newcastle
Jay,Rodriguez,FWD,Burnley,451,Jay_Rodriguez,1920,1920_451_Burnley
Jean-Philippe,Gbamin,MID,Everton,497,Jean-Philippe_Gbamin,1920,1920_497_Everton
Jed,Steer,GKP,Aston Villa,429,Jed_Steer,1920,1920_429_Aston Villa
Jefferson,Lerma,MID,Bournemouth,82,Jefferson_Lerma,1920,1920_82_Bournemouth
Jeffrey,Schlupp,MID,Crystal Palace,137,Jeffrey_Schlupp,1920,1920_137_Crystal Palace
Jeff,Hendrick,MID,Burnley,100,Jeff_Hendrick,1920,1920_100_Burnley
Jesse,Lingard,MID,Man Utd,241,Jesse_Lingard,1920,1920_241_Man Utd
Jesús,Vallejo Lázaro,DEF,Wolves,473,Jesús_Vallejo Lázaro,1920,1920_473_Wolves
Jetro,Willems,DEF,Newcastle,498,Jetro_Willems,1920,1920_498_Newcastle
Joelinton Cássio,Apolinário de Lira,FWD,Newcastle,466,Joelinton Cássio_Apolinário de Lira,1920,1920_466_Newcastle
Joel,Matip,DEF,Liverpool,185,Joel_Matip,1920,1920_185_Liverpool
Joel,Ward,DEF,Crystal Palace,126,Joel_Ward,1920,1920_126_Crystal Palace
Joe,Hart,GKP,Burnley,95,Joe_Hart,1920,1920_95_Burnley
Johann Berg,Gudmundsson,MID,Burnley,96,Johann Berg_Gudmundsson,1920,1920_96_Burnley
John,Egan,DEF,Sheffield Utd,295,John_Egan,1920,1920_295_Sheffield Utd
John,Fleck,MID,Sheffield Utd,301,John_Fleck,1920,1920_301_Sheffield Utd
John,Lundstram,DEF,Sheffield Utd,297,John_Lundstram,1920,1920_297_Sheffield Utd
John,McGinn,MID,Aston Villa,31,John_McGinn,1920,1920_31_Aston Villa
John,Ruddy,GKP,Wolves,412,John_Ruddy,1920,1920_412_Wolves
John,Stones,DEF,Man City,207,John_Stones,1920,1920_207_Man City
Jonas,Lössl,GKP,Everton,479,Jonas_Lössl,1920,1920_479_Everton
Jonathan,Castro Otto,DEF,Wolves,402,Jonathan_Castro Otto,1920,1920_402_Wolves
Jonathan,Kodjia,FWD,Aston Villa,26,Jonathan_Kodjia,1920,1920_26_Aston Villa
Jonjo,Shelvey,MID,Newcastle,269,Jonjo_Shelvey,1920,1920_269_Newcastle
Jonny,Evans,DEF,Leicester,162,Jonny_Evans,1920,1920_162_Leicester
Jordan,Ayew,FWD,Crystal Palace,468,Jordan_Ayew,1920,1920_468_Crystal Palace
Jordan,Henderson,MID,Liverpool,198,Jordan_Henderson,1920,1920_198_Liverpool
Jordan,Pickford,GKP,Everton,148,Jordan_Pickford,1920,1920_148_Everton
Jordon,Ibe,MID,Bournemouth,78,Jordon_Ibe,1920,1920_78_Bournemouth
Jorge Luiz,Frello Filho,MID,Chelsea,118,Jorge Luiz_Frello Filho,1920,1920_118_Chelsea
Jose Luis,Mato Sanmartín,FWD,Newcastle,261,Jose Luis_Mato Sanmartín,1920,1920_261_Newcastle
Joseph,Gomez,DEF,Liverpool,184,Joseph_Gomez,1920,1920_184_Liverpool
Joseph,Willock,MID,Arsenal,490,Joseph_Willock,1920,1920_490_Arsenal
Joshua,King,FWD,Bournemouth,68,Joshua_King,1920,1920_68_Bournemouth
