first_name,second_name,position,team_name,element,full_name,season,unique_id
Ashley,Barnes,FWD,Burnley,87,Ashley_Barnes,2021,2021_87_Burnley
Ashley,Westwood,MID,Burnley,89,Ashley_Westwood,2021,2021_89_Burnley
Axel,Tuanzebe,DEF,Man Utd,307,Axel_Tuanzebe,2021,2021_307_Man Utd
Aymeric,Laporte,DEF,Man City,280,Aymeric_Laporte,2021,2021_280_Man City
Bailey,Peacock-Farrell,GKP,Burnley,99,Bailey_Peacock-Farrell,2021,2021_99_Burnley
Benjamin,Mendy,DEF,Man City,274,Benjamin_Mendy,2021,2021_274_Man City
Ben,Gibson,DEF,Burnley,94,Ben_Gibson,2021,2021_94_Burnley
Ben,Mee,DEF,Burnley,88,Ben_Mee,2021,2021_88_Burnley
Bernardo Mota,Veiga de Carvalho e Silva,MID,Man City,281,Bernardo Mota_Veiga de Carvalho e Silva,2021,2021_281_Man City
Bjorn,Engels,DEF,Aston Villa,36,Bjorn_Engels,2021,2021_36_Aston Villa
Bobby,Thomas,DEF,Burnley,520,Bobby_Thomas,2021,2021_520_Burnley
Brandon,Williams,DEF,Man Utd,318,Brandon_Williams,2021,2021_318_Man Utd
Branislav,Ivanovic,DEF,West Brom,530,Branislav_Ivanovic,2021,2021_530_West Brom
Bruno Miguel,Borges Fernandes,MID,Man Utd,302,Bruno Miguel_Borges Fernandes,2021,2021_302_Man Utd
Charlie,Taylor,DEF,Burnley,97,Charlie_Taylor,2021,2021_97_Burnley
Chris,Smalling,DEF,Man Utd,292,Chris_Smalling,2021,2021_292_Man Utd
Chris,Wood,FWD,Burnley,91,Chris_Wood,2021,2021_91_Burnley
Claudio,Bravo,GKP,Man City,267,Claudio_Bravo,2021,2021_267_Man City
Conor,Hourihane,MID,Aston Villa,33,Conor_Hourihane,2021,2021_33_Aston Villa
Daniel,James,MID,Man Utd,311,Daniel_James,2021,2021_311_Man Utd
David,de Gea,GKP,Man Utd,291,David_de Gea,2021,2021_291_Man Utd
Dean,Henderson,GKP,Man Utd,305,Dean_Henderson,2021,2021_305_Man Utd
Donny,van de Beek,MID,Man Utd,495,Donny_van de Beek,2021,2021_495_Man Utd
Douglas Luiz,Soares de Paulo,MID,Aston Villa,52,Douglas Luiz_Soares de Paulo,2021,2021_52_Aston Villa
Dwight,McNeil,MID,Burnley,100,Dwight_McNeil,2021,2021_100_Burnley
Ederson,Santana de Moraes,GKP,Man City,278,Ederson_Santana de Moraes,2021,2021_278_Man City
Elia,Caprile,GKP,Leeds,532,Elia_Caprile,2021,2021_532_Leeds
Eric,Bailly,DEF,Man Utd,310,Eric_Bailly,2021,2021_310_Man Utd
Eric,Garcia,DEF,Man City,288,Eric_Garcia,2021,2021_288_Man City
Erik,Pieters,DEF,Burnley,83,Erik_Pieters,2021,2021_83_Burnley
Ezri,Konsa Ngoyo,DEF,Aston Villa,46,Ezri_Konsa Ngoyo,2021,2021_46_Aston Villa
Fernando,Luiz Rosa,DEF,Man City,266,Fernando_Luiz Rosa,2021,2021_266_Man City
Ferran,Torres,MID,Man City,287,Ferran_Torres,2021,2021_287_Man City
Frederico,Rodrigues de Paula Santos,MID,Man Utd,299,Frederico_Rodrigues de Paula Santos,2021,2021_299_Man Utd
Frédéric,Guilbert,DEF,Aston Villa,47,Frédéric_Guilbert,2021,2021_47_Aston Villa
Gabriel Fernando,de Jesus,FWD,Man City,282,Gabriel Fernando_de Jesus,2021,2021_282_Man City
Harry,Maguire,DEF,Man Utd,298,Harry_Maguire,2021,2021_298_Man Utd
Henri,Lansbury,MID,Aston Villa,30,Henri_Lansbury,2021,2021_30_Aston Villa
Ilkay,Gündogan,MID,Man City,271,Ilkay_Gündogan,2021,2021_271_Man City
Indiana,Vassilev,FWD,Aston Villa,51,Indiana_Vassilev,2021,2021_51_Aston Villa
Jack,Cork,MID,Burnley,84,Jack_Cork,2021,2021_84_Burnley
Jack,Grealish,MID,Aston Villa,37,Jack_Grealish,2021,2021_37_Aston Villa
James,Bree,DEF,Aston Villa,43,James_Bree,2021,2021_43_Aston Villa
James,Garner,MID,Man Utd,317,James_Garner,2021,2021_317_Man Utd
James,Tarkowski,DEF,Burnley,81,James_Tarkowski,2021,2021_81_Burnley
Jay,Rodriguez,FWD,Burnley,86,Jay_Rodriguez,2021,2021_86_Burnley
Jed,Steer,GKP,Aston Villa,32,Jed_Steer,2021,2021_32_Aston Villa
Jesse,Lingard,MID,West Ham,301,Jesse_Lingard,2021,2021_301_West Ham
Jesse,Lingard,MID,,301,Jesse_Lingard,2021,2021_301_nan
Jimmy,Dunne,DEF,Burnley,519,Jimmy_Dunne,2021,2021_519_Burnley
Johann Berg,Gudmundsson,MID,Burnley,90,Johann Berg_Gudmundsson,2021,2021_90_Burnley
John,McGinn,MID,Aston Villa,38,John_McGinn,2021,2021_38_Aston Villa
John,Stones,DEF,Man City,273,John_Stones,2021,2021_273_Man City
Josh,Benson,MID,Burnley,535,Josh_Benson,2021,2021_535_Burnley
Josh,Brownhill,MID,Burnley,98,Josh_Brownhill,2021,2021_98_Burnley
José Diogo,Dalot Teixeira,DEF,Man Utd,314,José Diogo_Dalot Teixeira,2021,2021_314_Man Utd
José Ignacio,Peleteiro Romallo,MID,Aston Villa,34,José Ignacio_Peleteiro Romallo,2021,2021_34_Aston Villa
João Pedro Cavaco,Cancelo,DEF,Man City,277,João Pedro Cavaco_Cancelo,2021,2021_277_Man City
Juan,Mata,MID,Man Utd,290,Juan_Mata,2021,2021_290_Man Utd
Keinan,Davis,FWD,Aston Villa,50,Keinan_Davis,2021,2021_50_Aston Villa
Kevin,De Bruyne,MID,Man City,272,Kevin_De Bruyne,2021,2021_272_Man City
Kevin,Long,DEF,Burnley,85,Kevin_Long,2021,2021_85_Burnley
Kortney,Hause,DEF,Aston Villa,39,Kortney_Hause,2021,2021_39_Aston Villa
Kyle,Walker,DEF,Man City,270,Kyle_Walker,2021,2021_270_Man City
Liam,Delap,FWD,Man City,539,Liam_Delap,2021,2021_539_Man City
Luke,Shaw,DEF,Man Utd,300,Luke_Shaw,2021,2021_300_Man Utd
Mahmoud Ahmed,Ibrahim Hassan,MID,Aston Villa,40,Mahmoud Ahmed_Ibrahim Hassan,2021,2021_40_Aston Villa
Marcos,Rojo,DEF,Man Utd,294,Marcos_Rojo,2021,2021_294_Man Utd
Marcus,Rashford,MID,Man Utd,306,Marcus_Rashford,2021,2021_306_Man Utd
Marvelous,Nakamba,MID,Aston Villa,44,Marvelous_Nakamba,2021,2021_44_Aston Villa
Mason,Greenwood,MID,Man Utd,315,Mason_Greenwood,2021,2021_315_Man Utd
Matej,Vydra,FWD,Burnley,93,Matej_Vydra,2021,2021_93_Burnley
Mateusz,Bogusz,MID,Leeds,533,Mateusz_Bogusz,2021,2021_533_Leeds
Matthew,Cash,DEF,Aston Villa,496,Matthew_Cash,2021,2021_496_Aston Villa
Matthew,Lowton,DEF,Burnley,92,Matthew_Lowton,2021,2021_92_Burnley
Matt,Targett,DEF,Aston Villa,42,Matt_Targett,2021,2021_42_Aston Villa
Mbwana,Samatta,FWD,Aston Villa,49,Mbwana_Samatta,2021,2021_49_Aston Villa
Nathan,Aké,DEF,Man City,279,Nathan_Aké,2021,2021_279_Man City
Neil,Taylor,DEF,Aston Villa,31,Neil_Taylor,2021,2021_31_Aston Villa
Nemanja,Matic,MID,Man Utd,295,Nemanja_Matic,2021,2021_295_Man Utd
Nick,Pope,GKP,Burnley,96,Nick_Pope,2021,2021_96_Burnley
Nicolás,Otamendi,DEF,Man City,269,Nicolás_Otamendi,2021,2021_269_Man City
Odion,Ighalo,FWD,Man Utd,293,Odion_Ighalo,2021,2021_293_Man Utd
Oleksandr,Zinchenko,DEF,Man City,283,Oleksandr_Zinchenko,2021,2021_283_Man City
Ollie,Watkins,FWD,Aston Villa,514,Ollie_Watkins,2021,2021_514_Aston Villa
Paul,Pogba,MID,Man Utd,296,Paul_Pogba,2021,2021_296_Man Utd
Phil,Bardsley,DEF,Burnley,82,Phil_Bardsley,2021,2021_82_Burnley
Phil,Foden,MID,Man City,284,Phil_Foden,2021,2021_284_Man City
Phil,Jones,DEF,Man Utd,297,Phil_Jones,2021,2021_297_Man Utd
Raheem,Sterling,MID,Man City,276,Raheem_Sterling,2021,2021_276_Man City
Riyad,Mahrez,MID,Man City,275,Riyad_Mahrez,2021,2021_275_Man City
Robbie,Brady,MID,Burnley,95,Robbie_Brady,2021,2021_95_Burnley
Rodrigo,Hernandez,MID,Man City,286,Rodrigo_Hernandez,2021,2021_286_Man City
Ryan,Inniss,DEF,Crystal Palace,534,Ryan_Inniss,2021,2021_534_Crystal Palace
Scott,McTominay,MID,Man Utd,309,Scott_McTominay,2021,2021_309_Man Utd
Sergio,Agüero,FWD,Man City,268,Sergio_Agüero,2021,2021_268_Man City
Sergio,Romero,GKP,Man Utd,289,Sergio_Romero,2021,2021_289_Man Utd
Tahith,Chong,MID,Man Utd,316,Tahith_Chong,2021,2021_316_Man Utd
Teden,Mengi,DEF,Man Utd,319,Teden_Mengi,2021,2021_319_Man Utd
Thiago,Alcántara do Nascimento,MID,Liverpool,531,Thiago_Alcántara do Nascimento,2021,2021_531_Liverpool
Timothy,Fosu-Mensah,DEF,Man Utd,312,Timothy_Fosu-Mensah,2021,2021_312_Man Utd
Tommy,Doyle,MID,Man City,285,Tommy_Doyle,2021,2021_285_Man City
Tom,Heaton,GKP,Aston Villa,28,Tom_Heaton,2021,2021_28_Aston Villa
Tyrone,Mings,DEF,Aston Villa,41,Tyrone_Mings,2021,2021_41_Aston Villa
Victor,Lindelöf,DEF,Man Utd,308,Victor_Lindelöf,2021,2021_308_Man Utd
Wesley,Moraes,FWD,Aston Villa,48,Wesley_Moraes,2021,2021_48_Aston Villa
Zack,Steffen,GKP,Man City,538,Zack_Steffen,2021,2021_538_Man City
Ørjan,Nyland,GKP,Aston Villa,35,Ørjan_Nyland,2021,2021_35_Aston Villa
Bertrand,Traoré,MID,Aston Villa,540,Bertrand_Traoré,2021,2021_540_Aston Villa
Cengiz,Ünder,MID,Leicester,541,Cengiz_Ünder,2021,2021_541_Leicester
Cole,Palmer,MID,Man City,552,Cole_Palmer,2021,2021_552_Man City
Conor,Gallagher,MID,West Brom,544,Conor_Gallagher,2021,2021_544_West Brom
Diego,Llorente,DEF,Leeds,549,Diego_Llorente,2021,2021_549_Leeds
Edouard,Mendy,GKP,Chelsea,548,Edouard_Mendy,2021,2021_548_Chelsea
Gareth,Bale,MID,Spurs,543,Gareth_Bale,2021,2021_543_Spurs
Jacob,Ramsey,MID,Aston Villa,554,Jacob_Ramsey,2021,2021_554_Aston Villa
Jayson,Molumby,MID,Brighton,550,Jayson_Molumby,2021,2021_550_Brighton
Ki-Jana,Hoever,DEF,Wolves,545,Ki-Jana_Hoever,2021,2021_545_Wolves
Mace,Goodridge,MID,Burnley,551,Mace_Goodridge,2021,2021_551_Burnley
Meritan,Shabani,MID,Wolves,553,Meritan_Shabani,2021,2021_553_Wolves
Nélson,Cabral Semedo,DEF,Wolves,546,Nélson_Cabral Semedo,2021,2021_546_Wolves
Rúnar Alex,Rúnarsson,GKP,Arsenal,547,Rúnar Alex_Rúnarsson,2021,2021_547_Arsenal
Sergio,Reguilón,DEF,Spurs,542,Sergio_Reguilón,2021,2021_542_Spurs
Ademola,Lookman,MID,Fulham,557,Ademola_Lookman,2021,2021_557_Fulham
Caoimhin,Kelleher,GKP,Liverpool,560,Caoimhin_Kelleher,2021,2021_560_Liverpool
Filip,Krovinovic,MID,West Brom,555,Filip_Krovinovic,2021,2021_555_West Brom
Niels,Nkounkou,DEF,Everton,559,Niels_Nkounkou,2021,2021_559_Everton
Ola,Aina,DEF,Fulham,562,Ola_Aina,2021,2021_562_Fulham
Rúben Santos,Gato Alves Dias,DEF,Man City,556,Rúben Santos_Gato Alves Dias,2021,2021_556_Man City
Vladimir,Coufal,DEF,West Ham,558,Vladimir_Coufal,2021,2021_558_West Ham
Wesley,Fofana,DEF,Leicester,561,Wesley_Fofana,2021,2021_561_Leicester
Alex Nicolao,Telles,DEF,Man Utd,568,Alex Nicolao_Telles,2021,2021_568_Man Utd
Andi,Zeqiri,FWD,Brighton,574,Andi_Zeqiri,2021,2021_574_Brighton
Ben,Godfrey,DEF,Everton,566,Ben_Godfrey,2021,2021_566_Everton
Carlos Vinicius,Alves Morais,FWD,Spurs,564,Carlos Vinicius_Alves Morais,2021,2021_564_Spurs
Craig,Dawson,DEF,West Ham,576,Craig_Dawson,2021,2021_576_West Ham
Edinson,Cavani,FWD,Man Utd,569,Edinson_Cavani,2021,2021_569_Man Utd
Facundo,Pellistri,MID,Man Utd,575,Facundo_Pellistri,2021,2021_575_Man Utd
Ibrahima,Diallo,MID,Southampton,565,Ibrahima_Diallo,2021,2021_565_Southampton
Islam,Slimani,FWD,Leicester,579,Islam_Slimani,2021,2021_579_Leicester
Joachim,Andersen,DEF,Fulham,571,Joachim_Andersen,2021,2021_571_Fulham
Karlan,Grant,FWD,West Brom,582,Karlan_Grant,2021,2021_582_West Brom
Michael,Verrips,GKP,Sheffield Utd,580,Michael_Verrips,2021,2021_580_Sheffield Utd
Nathaniel,Clyne,DEF,Crystal Palace,577,Nathaniel_Clyne,2021,2021_577_Crystal Palace
Owen,Otasowie,MID,Wolves,581,Owen_Otasowie,2021,2021_581_Wolves
Raphael,Dias Belloli,MID,Leeds,570,Raphael_Dias Belloli,2021,2021_570_Leeds
Rayan,Ait Nouri,DEF,Wolves,563,Rayan_Ait Nouri,2021,2021_563_Wolves
Robin,Olsen,GKP,Everton,573,Robin_Olsen,2021,2021_573_Everton
Stephen,Henderson,GKP,Crystal Palace,578,Stephen_Henderson,2021,2021_578_Crystal Palace
Thomas,Partey,MID,Arsenal,567,Thomas_Partey,2021,2021_567_Arsenal
Tosin,Adarabioyo,DEF,Fulham,572,Tosin_Adarabioyo,2021,2021_572_Fulham
Will,Norris,GKP,Burnley,583,Will_Norris,2021,2021_583_Burnley
Danny,Welbeck,FWD,Brighton,588,Danny_Welbeck,2021,2021_588_Brighton
Nathaniel,Phillips,DEF,Liverpool,589,Nathaniel_Phillips,2021,2021_589_Liverpool
Jack,Butland,GKP,Crystal Palace,586,Jack_Butland,2021,2021_586_Crystal Palace
Terence,Kongolo,DEF,Fulham,585,Terence_Kongolo,2021,2021_585_Fulham
Joe,Rodon,DEF,Spurs,584,Joe_Rodon,2021,2021_584_Spurs
Daniel,N'Lundulu,FWD,Southampton,590,Daniel_N'Lundulu,2021,2021_590_Southampton
Saïd,Benrahma,MID,West Ham,587,Saïd_Benrahma,2021,2021_587_West Ham
James,Trafford,GKP,Man City,595,James_Trafford,2021,2021_595_Man City
Max,Thompson,FWD,Burnley,591,Max_Thompson,2021,2021_591_Burnley
Robert,Sánchez,GKP,Brighton,597,Robert_Sánchez,2021,2021_597_Brighton
Rhys,Williams,DEF,Liverpool,594,Rhys_Williams,2021,2021_594_Liverpool
Ellis,Simms,FWD,Everton,596,Ellis_Simms,2021,2021_596_Everton
Karlo,Ziger,GKP,Chelsea,593,Karlo_Ziger,2021,2021_593_Chelsea
Lewis,Richardson,FWD,Burnley,592,Lewis_Richardson,2021,2021_592_Burnley
Lee,Peltier,DEF,West Brom,600,Lee_Peltier,2021,2021_600_West Brom
Jack,Jenkins,MID,Leeds,599,Jack_Jenkins,2021,2021_599_Leeds
Kayne,Ramsay,DEF,Southampton,598,Kayne_Ramsay,2021,2021_598_Southampton
Leighton,Clarkson,MID,Liverpool,601,Leighton_Clarkson,2021,2021_601_Liverpool
Kean,Bryan,DEF,Sheffield Utd,603,Kean_Bryan,2021,2021_603_Sheffield Utd
Elliot,Anderson,MID,Newcastle,602,Elliot_Anderson,2021,2021_602_Newcastle
Lee,Grant,GKP,Man Utd,604,Lee_Grant,2021,2021_604_Man Utd
Daniel,Langley,GKP,Newcastle,606,Daniel_Langley,2021,2021_606_Newcastle
Faustino,Anjorin,MID,Chelsea,605,Faustino_Anjorin,2021,2021_605_Chelsea
Jake,Cain,MID,Liverpool,607,Jake_Cain,2021,2021_607_Liverpool
Theo,Corbeanu,MID,Wolves,610,Theo_Corbeanu,2021,2021_610_Wolves
Felix,Nmecha,MID,Man City,609,Felix_Nmecha,2021,2021_609_Man City
Scott,Carson,GKP,Man City,608,Scott_Carson,2021,2021_608_Man City
Taylor,Perry,MID,Wolves,611,Taylor_Perry,2021,2021_611_Wolves
Luke,Cundle,MID,Wolves,614,Luke_Cundle,2021,2021_614_Wolves
Joel,Mumbongo,FWD,Burnley,613,Joel_Mumbongo,2021,2021_613_Burnley
Anthony,Mancini,MID,Burnley,612,Anthony_Mancini,2021,2021_612_Burnley
Christian,Marques,DEF,Wolves,616,Christian_Marques,2021,2021_616_Wolves
Lewis,Richards,DEF,Wolves,615,Lewis_Richards,2021,2021_615_Wolves
Niall,Huggins,FWD,Leeds,619,Niall_Huggins,2021,2021_619_Leeds
Kgaogelo,Chauke,MID,Southampton,624,Kgaogelo_Chauke,2021,2021_624_Southampton
Cheikh,Diaby,FWD,West Brom,621,Cheikh_Diaby,2021,2021_621_West Brom
Harry,Lewis,GKP,Southampton,625,Harry_Lewis,2021,2021_625_Southampton
Andreas,Söndergaard,GKP,Wolves,617,Andreas_Söndergaard,2021,2021_617_Wolves
Antwoine,Hackford,FWD,Sheffield Utd,618,Antwoine_Hackford,2021,2021_618_Sheffield Utd
Luke,Mbete,DEF,Man City,622,Luke_Mbete,2021,2021_622_Man City
Charlie,Cresswell,DEF,Leeds,620,Charlie_Cresswell,2021,2021_620_Leeds
Taylor,Harwood-Bellis,DEF,Man City,623,Taylor_Harwood-Bellis,2021,2021_623_Man City
Teddy,Jenks,MID,Brighton,631,Teddy_Jenks,2021,2021_631_Brighton
Jakub,Moder,MID,Brighton,628,Jakub_Moder,2021,2021_628_Brighton
Max,Sanders,MID,Brighton,632,Max_Sanders,2021,2021_632_Brighton
Percy,Tau,MID,Brighton,627,Percy_Tau,2021,2021_627_Brighton
Reda,Khadra,MID,Brighton,630,Reda_Khadra,2021,2021_630_Brighton
Jensen,Weir,MID,Brighton,633,Jensen_Weir,2021,2021_633_Brighton
Patrick,Cutrone,FWD,Wolves,626,Patrick_Cutrone,2021,2021_626_Wolves
Nigel,Lonwijk,DEF,Wolves,629,Nigel_Lonwijk,2021,2021_629_Wolves
Andy,Lonergan,GKP,West Brom,639,Andy_Lonergan,2021,2021_639_West Brom
Will,Ferry,MID,Southampton,634,Will_Ferry,2021,2021_634_Southampton
Ademipo,Odubeko,FWD,West Ham,638,Ademipo_Odubeko,2021,2021_638_West Ham
Allan,Tchaptchet,DEF,Southampton,635,Allan_Tchaptchet,2021,2021_635_Southampton
Frederik,Alves,DEF,West Ham,637,Frederik_Alves,2021,2021_637_West Ham
Caleb,Watts,MID,Southampton,636,Caleb_Watts,2021,2021_636_Southampton
Tyler,Onyango,MID,Everton,644,Tyler_Onyango,2021,2021_644_Everton
Jean-Philippe,Mateta,FWD,Crystal Palace,641,Jean-Philippe_Mateta,2021,2021_641_Crystal Palace
Alexandre,Jankewitz,MID,Southampton,643,Alexandre_Jankewitz,2021,2021_643_Southampton
Amad,Diallo,MID,Man Utd,640,Amad_Diallo,2021,2021_640_Man Utd
Willian José,Da Silva,FWD,Wolves,642,Willian José_Da Silva,2021,2021_642_Wolves
Kyron,Gordon,DEF,Sheffield Utd,646,Kyron_Gordon,2021,2021_646_Sheffield Utd
Alfie,Devine,MID,Spurs,650,Alfie_Devine,2021,2021_650_Spurs
Martin,Ødegaard,MID,Arsenal,645,Martin_Ødegaard,2021,2021_645_Arsenal
Morgan,Sanson,MID,Aston Villa,647,Morgan_Sanson,2021,2021_647_Aston Villa
Mbaye,Diagne,FWD,West Brom,648,Mbaye_Diagne,2021,2021_648_West Brom
Hugo,Bueno,DEF,Wolves,649,Hugo_Bueno,2021,2021_649_Wolves
Ben,Davies,DEF,Liverpool,653,Ben_Davies,2021,2021_653_Liverpool
Ozan,Kabak,DEF,Liverpool,652,Ozan_Kabak,2021,2021_652_Liverpool
Richard,Nartey,DEF,Burnley,658,Richard_Nartey,2021,2021_658_Burnley
Michal,Karbownik,DEF,Brighton,663,Michal_Karbownik,2021,2021_663_Brighton
Joshua,King,FWD,Everton,651,Joshua_King,2021,2021_651_Everton
Iliman,Ndiaye,MID,Sheffield Utd,656,Iliman_Ndiaye,2021,2021_656_Sheffield Utd
Vontae,Daley-Campbell,DEF,Leicester,660,Vontae_Daley-Campbell,2021,2021_660_Leicester
Thomas,McGill,GKP,Brighton,662,Thomas_McGill,2021,2021_662_Brighton
Claudio,Gomes,MID,Man City,659,Claudio_Gomes,2021,2021_659_Man City
Zak,Brunt,MID,Sheffield Utd,657,Zak_Brunt,2021,2021_657_Sheffield Utd
Okay,Yokuslu,MID,West Brom,654,Okay_Yokuslu,2021,2021_654_West Brom
Ryan,Finnigan,MID,Southampton,655,Ryan_Finnigan,2021,2021_655_Southampton
Thakgalo,Leshabela,MID,Leicester,661,Thakgalo_Leshabela,2021,2021_661_Leicester
Moisés,Caicedo,MID,Brighton,664,Moisés_Caicedo,2021,2021_664_Brighton
Dane,Scarlett,FWD,Spurs,666,Dane_Scarlett,2021,2021_666_Spurs
Josh,Maja,FWD,Fulham,665,Josh_Maja,2021,2021_665_Fulham
Joe,Gelhardt,FWD,Leeds,667,Joe_Gelhardt,2021,2021_667_Leeds
Jamal,Baptiste,DEF,West Ham,669,Jamal_Baptiste,2021,2021_669_West Ham
Conor,Coventry,MID,West Ham,668,Conor_Coventry,2021,2021_668_West Ham
Frankie,Maguire,MID,Sheffield Utd,670,Frankie_Maguire,2021,2021_670_Sheffield Utd
Shola,Shoretire,MID,Man Utd,673,Shola_Shoretire,2021,2021_673_Man Utd
Kaine,Hayden,MID,Aston Villa,671,Kaine_Hayden,2021,2021_671_Aston Villa
Carney,Chukwuemeka,MID,Aston Villa,672,Carney_Chukwuemeka,2021,2021_672_Aston Villa
Ryan,Astley,DEF,Everton,681,Ryan_Astley,2021,2021_681_Everton
Kyle,John,DEF,Everton,679,Kyle_John,2021,2021_679_Everton
Sidnei,Tavares,MID,Leicester,676,Sidnei_Tavares,2021,2021_676_Leicester
Nathan,Trott,GKP,West Ham,674,Nathan_Trott,2021,2021_674_West Ham
Nathan,Broadhead,MID,Everton,680,Nathan_Broadhead,2021,2021_680_Everton
Reece,Hannam,DEF,Crystal Palace,675,Reece_Hannam,2021,2021_675_Crystal Palace
Jakub,Ojrzynski,GKP,Liverpool,678,Jakub_Ojrzynski,2021,2021_678_Liverpool
Harry,Tyrer,GKP,Everton,682,Harry_Tyrer,2021,2021_682_Everton
Liam,Hughes,GKP,Liverpool,677,Liam_Hughes,2021,2021_677_Liverpool
Shane,Flynn,MID,Leicester,684,Shane_Flynn,2021,2021_684_Leicester
Gaetano,Berardi,DEF,Leeds,685,Gaetano_Berardi,2021,2021_685_Leeds
Jaden,Philogene-Bidace,MID,Aston Villa,683,Jaden_Philogene-Bidace,2021,2021_683_Aston Villa
Nathan,Bishop,GKP,Man Utd,686,Nathan_Bishop,2021,2021_686_Man Utd
Thanawat,Suengchitthawon,MID,Leicester,687,Thanawat_Suengchitthawon,2021,2021_687_Leicester
Isaac,Price,MID,Everton,691,Isaac_Price,2021,2021_691_Everton
Jesurun,Rak-Sakyi,MID,Crystal Palace,688,Jesurun_Rak-Sakyi,2021,2021_688_Crystal Palace
Reece,Welch,DEF,Everton,690,Reece_Welch,2021,2021_690_Everton
Miguel,Azeez,MID,Arsenal,689,Miguel_Azeez,2021,2021_689_Arsenal
Crysencio,Summerville,MID,Leeds,693,Crysencio_Summerville,2021,2021_693_Leeds
Sam,Greenwood,FWD,Leeds,692,Sam_Greenwood,2021,2021_692_Leeds
Cody,Drameh,DEF,Leeds,694,Cody_Drameh,2021,2021_694_Leeds
Fabio,Carvalho,MID,Fulham,695,Fabio_Carvalho,2021,2021_695_Fulham
Ben,Woodburn,MID,Liverpool,696,Ben_Woodburn,2021,2021_696_Liverpool
Valentino,Livramento,DEF,Chelsea,698,Valentino_Livramento,2021,2021_698_Chelsea
Caleb,Taylor,DEF,West Brom,700,Caleb_Taylor,2021,2021_700_West Brom
Billy,Koumetio,DEF,Liverpool,697,Billy_Koumetio,2021,2021_697_Liverpool
Tawanda,Maswanhise,MID,Leicester,703,Tawanda_Maswanhise,2021,2021_703_Leicester
Taylor,Gardner-Hickman,MID,West Brom,701,Taylor_Gardner-Hickman,2021,2021_701_West Brom
Anthony,Elanga,MID,Man Utd,702,Anthony_Elanga,2021,2021_702_Man Utd
Daniel,Jebbison,FWD,Sheffield Utd,699,Daniel_Jebbison,2021,2021_699_Sheffield Utd
Femi,Seriki,MID,Sheffield Utd,705,Femi_Seriki,2021,2021_705_Sheffield Utd
Toby,King,MID,West Brom,706,Toby_King,2021,2021_706_West Brom
Harry,Boyes,DEF,Sheffield Utd,704,Harry_Boyes,2021,2021_704_Sheffield Utd
Hannibal,Mejbri,MID,Man Utd,712,Hannibal_Mejbri,2021,2021_712_Man Utd
Tyrese,Francois,MID,Fulham,708,Tyrese_Francois,2021,2021_708_Fulham
William,Fish,DEF,Man Utd,713,William_Fish,2021,2021_713_Man Utd
Sylvester,Jasper,MID,Fulham,707,Sylvester_Jasper,2021,2021_707_Fulham
William,Osula,FWD,Sheffield Utd,711,William_Osula,2021,2021_711_Sheffield Utd
Tim,Iroegbunam,MID,West Brom,709,Tim_Iroegbunam,2021,2021_709_West Brom
Nile,John,MID,Spurs,710,Nile_John,2021,2021_710_Spurs
